PPE GROUP,SUBGROUP,GRAP DESCRIPTION,ITEM BARCODE NUMBER,ITEM DESCRIPTION,MODEL,REGISTRATION/SERIAL NUMBER,WIDTH,GRADING,DIAMETRE,LENGTH,ITEM CONDITION,LIFE SPAN/MONTHS,QUANTITY,IN USE,GIS_ID,TOWN NAME,LAT_START,LONG_START,LAT_END,LONG_END,STAND NUMBER,STREET NAME,LAND DESCRIPTION,BUILDING DESCRIPTION,FLOOR NUMBER,ROOM BARCODE NUMBER,ROOM NAME,DEPARTMENT
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M1,PETRUS STEYN,28.122330,N/A,N/A,-27.647089,508,DE WET STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M11,PETRUS STEYN,28.125211,N/A,N/A,-27.653296,435,DU PLESSIS STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M2,PETRUS STEYN,28.123817,N/A,N/A,-27.650236,194,DE WET STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M4,PETRUS STEYN,28.125892,N/A,N/A,-27.649481,588,POTGIETER STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M3,PETRUS STEYN,28.124495,N/A,N/A,-27.649989,192,GROENEWALD STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M5,PETRUS STEYN,28.125494,N/A,N/A,-27.648587,543,POTGIETER STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M6,PETRUS STEYN,28.127390,N/A,N/A,-27.648504,177,REITZ STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M10,PETRUS STEYN,28.124392,N/A,N/A,-27.651484,196,DE WET STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M7,PETRUS STEYN,28.128495,N/A,N/A,-27.649489,225,VAN RENSBURG STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M9,PETRUS STEYN,28.126309,N/A,N/A,-27.650798,204,POTGIETER STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M8,PETRUS STEYN,28.126121,N/A,N/A,-27.650392,205,POTGIETER STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M26,PETRUS STEYN,28.126909,N/A,N/A,-27.652096,589/3,POTGIETER STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M14,PETRUS STEYN,28.132410,N/A,N/A,-27.650097,364,VAN WYK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M13,PETRUS STEYN,28.132613,N/A,N/A,-27.650627,397,DU PLESSIS STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M24,PETRUS STEYN,28.131617,N/A,N/A,-27.651639,405,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M15,PETRUS STEYN,28.122919,N/A,N/A,-27.654799,445,WESSEL STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M22,PETRUS STEYN,28.134599,N/A,N/A,-27.650598,390,HERTZOG STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M23,PETRUS STEYN,28.131806,N/A,N/A,-27.651613,404,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M17,PETRUS STEYN,28.126203,N/A,N/A,-27.655108,459,HERTZOG STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M16,PETRUS STEYN,28.123510,N/A,N/A,-27.656087,447,WESSEL STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M18,PETRUS STEYN,28.132150,N/A,N/A,-27.652946,483,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M19,PETRUS STEYN,28.132383,N/A,N/A,-27.652862,485,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M20,PETRUS STEYN,28.135182,N/A,N/A,-27.651906,497,HERTZOG STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M21,PETRUS STEYN,28.135600,N/A,N/A,-27.652903,498/1,STEYN STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M12,PETRUS STEYN,28.131297,N/A,N/A,-27.651100,405,DU PLESSIS STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M33,PETRUS STEYN,28.130254,N/A,N/A,-27.648817,237,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M27,PETRUS STEYN,28.128415,N/A,N/A,-27.644795,594,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M32,PETRUS STEYN,28.130878,N/A,N/A,-27.648708,534,MINAAR STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M34,PETRUS STEYN,28.131197,N/A,N/A,-27.649402,296,EUFEES STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M29,PETRUS STEYN,28.129592,N/A,N/A,-27.645904,66/1,KERK STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M28,PETRUS STEYN,28.129274,N/A,N/A,-27.645210,28,THERON STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M31,PETRUS STEYN,28.130504,N/A,N/A,-27.647807,551,GROENEWALD STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M30,PETRUS STEYN,28.130104,N/A,N/A,-27.646909,578,BOTHA,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M35,PETRUS STEYN,28.131907,N/A,N/A,-27.644212,40,THERON STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M36,PETRUS STEYN,28.133303,N/A,N/A,-27.643704,46,THERON STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M37,PETRUS STEYN,28.135415,N/A,N/A,-27.648394,377,EUFEES STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M38,PETRUS STEYN,28.136287,N/A,N/A,-27.648104,517,VOORTREKKER STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,FAIR,360,1,IN USE,M25,PETRUS STEYN,28.125592,N/A,N/A,-27.653802,433,DU PLESSIS STR,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M132,MAMAFUBEDU,28.128514,N/A,N/A,-27.659600,752,1ST AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M133,MAMAFUBEDU,28.128499,N/A,N/A,-27.659121,752,1ST AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M513,MAMAFUBEDU,28.122672,N/A,N/A,-27.662576,642,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M514,MAMAFUBEDU,28.123299,N/A,N/A,-27.662000,651,110 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M506,MAMAFUBEDU,28.123987,N/A,N/A,-27.661382,657,110 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M507,MAMAFUBEDU,28.123541,N/A,N/A,-27.662036,651,110 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M505,MAMAFUBEDU,28.124116,N/A,N/A,-27.661522,657,110 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M504,MAMAFUBEDU,28.124414,N/A,N/A,-27.661334,659,110 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M497,MAMAFUBEDU,28.125585,N/A,N/A,-27.661420,635,106 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M501,MAMAFUBEDU,28.124865,N/A,N/A,-27.661054,676,106 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M502,MAMAFUBEDU,28.124725,N/A,N/A,-27.660921,676,106 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M503,MAMAFUBEDU,28.124918,N/A,N/A,-27.661021,676,106 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M494,MAMAFUBEDU,28.126791,N/A,N/A,-27.661104,732,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M500,MAMAFUBEDU,28.125779,N/A,N/A,-27.660312,699,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M509,MAMAFUBEDU,28.123619,N/A,N/A,-27.662594,571,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M508,MAMAFUBEDU,28.123804,N/A,N/A,-27.662308,571,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M499,MAMAFUBEDU,28.124788,N/A,N/A,-27.661973,579,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M498,MAMAFUBEDU,28.125599,N/A,N/A,-27.661696,585,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M496,MAMAFUBEDU,28.126196,N/A,N/A,-27.661492,590,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M495,MAMAFUBEDU,28.126855,N/A,N/A,-27.661274,705,108 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M511,MAMAFUBEDU,28.122281,N/A,N/A,-27.663373,1352,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M460,MAMAFUBEDU,28.124002,N/A,N/A,-27.662804,329,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M453,MAMAFUBEDU,28.123612,N/A,N/A,-27.662931,391,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M510,MAMAFUBEDU,28.123100,N/A,N/A,-27.663098,441,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M465,MAMAFUBEDU,28.126273,N/A,N/A,-27.662064,28,89 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M463,MAMAFUBEDU,28.125293,N/A,N/A,-27.662383,125,92 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M461,MAMAFUBEDU,28.124515,N/A,N/A,-27.662636,225,94 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M462,MAMAFUBEDU,28.124905,N/A,N/A,-27.662510,226,93 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M284,MAMAFUBEDU,28.130685,N/A,N/A,-27.668600,1145,7TH AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M285,MAMAFUBEDU,28.130609,N/A,N/A,-27.669730,1145,7TH AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M286,MAMAFUBEDU,28.130661,N/A,N/A,-27.669200,1145,7TH AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M283,MAMAFUBEDU,28.130696,N/A,N/A,-27.668301,1145,66 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M276,MAMAFUBEDU,28.131601,N/A,N/A,-27.666599,1780,66 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M278,MAMAFUBEDU,28.131574,N/A,N/A,-27.667298,1824,66 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M277,MAMAFUBEDU,28.131589,N/A,N/A,-27.666900,1827,66 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M1757,MAMAFUBEDU,28.130803,N/A,N/A,-27.668206,1696,66 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M312,MAMAFUBEDU,28.128500,N/A,N/A,-27.670201,1316,79 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M314,MAMAFUBEDU,28.127296,N/A,N/A,-27.670591,1336,111 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M315,MAMAFUBEDU,28.127084,N/A,N/A,-27.670664,1336,111 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M316,MAMAFUBEDU,28.126209,N/A,N/A,-27.670924,1637,111 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M317,MAMAFUBEDU,28.125497,N/A,N/A,-27.671102,1637,111 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M382,MAMAFUBEDU,28.125109,N/A,N/A,-27.670495,1364,114 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M383,MAMAFUBEDU,28.124841,N/A,N/A,-27.670078,1364,114 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M384,MAMAFUBEDU,28.124471,N/A,N/A,-27.669515,1364,114 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M385,MAMAFUBEDU,28.124471,N/A,N/A,-27.669515,1364,114 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M389,MAMAFUBEDU,28.123471,N/A,N/A,-27.668215,1364,114 A,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M387,MAMAFUBEDU,28.123904,N/A,N/A,-27.668808,1364,114 B,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M388,MAMAFUBEDU,28.123716,N/A,N/A,-27.668591,1364,114 B,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M386,MAMAFUBEDU,28.124004,N/A,N/A,-27.668799,1447,114 B,N/A,N/A,N/A,N/A,N/A,SEWER
INFRASTRUCTURE ASSETS,SEWERAGE,SEWERS / RETICULATION,N/A,MANHOLES,N/A,N/A,N/A,N/A,N/A,N/A,EXCELLENT,360,1,IN USE,M401,MAMAFUBEDU,28.121581,N/A,N/A,-27.664205,1364,104 AVE,N/A,N/A,N/A,N/A,N/A,SEWER
