BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,FLOOR NUMBER,ROOM TYPE,VERIFICATION DATE,OWNERSHIP,DUPLICATE BARCODE,ASSET CONDITION,OWNER,LEASED,VIN NUMBER,DATE OF VERIFICATION,SUPPLIER NAME,GAMAP FUNDING,GFS FUNDING,QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,FROM NODE,TO NODE,NODE LAYER,START LAT,START LONG,END LAT,END LONG,GIS_ID,STAND NUMBER,STREET NAME,LAND RENTED (Y/N),LAND OR IMPROVEMENTS,LAND MATCHED,ERF NUMBER,PORTION,EXTENSION,TITLE DEED NUMBER,SURVEY GENERAL REFERANCE NO,LAND SIZE,VOTE NUMBER,ORDER NUMBER,ORDER DATE,INVOICE NUMBER,INVOICE DATE,CHEQUE NUMBER,WAS ASSET BROUGHT IN ON A DRC,
A04597,PRINTER,G8GY690701,OTHER ASSETS,COMPUTER EQUIPMENT,PRINTER,EPSON P170B,,NO,N/A,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,STOREROOM 1 ,N/A,R0056,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TSHIDI TADI,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04598,PRINTER,G8GY666722,OTHER ASSETS,COMPUTER EQUIPMENT,PRINTER,EPSON P170B,,NO,N/A,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,STOREROOM 1 ,N/A,R0056,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TSHIDI TADI,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04599,PRINTER,G8GY666713,OTHER ASSETS,COMPUTER EQUIPMENT,PRINTER,EPSON P170B,,NO,N/A,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,STOREROOM 1 ,N/A,R0056,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TSHIDI TADI,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A01005,CREDENZA,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CREDENZA,WOODEN ,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.6X1M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00095,WHITE BOARD,N/A,OTHER ASSETS,OFFICE EQUIPMENT,WHITE BOARD,PARROT,,YES,CORPORATE SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,HALLWAY,N/A,A04522,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,N/A,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.9X1.2M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00059,UPS,303224,OTHER ASSETS,COMPUTER EQUIPMENT,UPS,SENDON,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,STOREROOM 1,N/A,R0079,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,MR. SS MOCHWARO,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00446,TABLE STEEL FOLDING,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE STEEL FOLDING,STEEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,TOWNHALL,STOORROOM [OUTSIDE],A04702,A04756,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,KERNEELS NYAMELA,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00588,TABLE ROUND,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE ROUND,WOODEN,,YES,LIBRARY,N/A,BOSHOF,BOSHOF,LIBRARY,LIBRARY FOYER,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,YVONNE V/D MERWE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,0.6M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04515,CREDENZA,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CREDENZA,WOODEN FOUR DRAWER,,YES,MUNICIPAL MANAGER,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,MUNICIPAL MANGER ,N/A,R0051,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. V MVUNDLA,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.58X1.52M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A01206,CPU,F0572000,OTHER ASSETS,COMPUTER EQUIPMENT,CPU,SAMSUNG,,YES,FINANCIAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,FINANCE,N/A,R0015,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A01008,MONITOR,251FNUC2003568,OTHER ASSETS,COMPUTER EQUIPMENT,MONITOR,MECER M553,,YES,N/A,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,CORPORATE SERVICES,N/A,R0009,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,KHOLISWA TYINDYI,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04516,INDOOR FLAG HANGER,N/A,OTHER ASSETS,OFFICE EQUIPMENT,INDOOR FLAG HANGER,WOODEN,,YES,MUNICIPAL MANAGER,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,MUNICIPAL MANAGER,N/A,R0051,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR.V MVUNDLA,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03186,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,BOSHOF,SERETSE,COMMUNITY HALL,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03811,TABLE STEEL FOLDING,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE STEEL FOLDING,STEEL,,YES,COMMUNITY SERVICES,N/A,DEALESVILLE,TSWARAGANANG,COMMUNITY HALL (A05705),N/A,A05706,A05707,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POTLAKI STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A02077,RADIO TWO-WAY,N/A,OTHER ASSETS,PLANT & MACHINERY,RADIO TWO-WAY,N/A,,NO,TECHNICAL SERVICES,N/A,DEALESVILLE,TSWARAGANANG,STOREROOM,N/A,A05751,A05752,2012/06/30,FINANCIAL SERVICES,N/A,BROKEN,MR. V. KHWESHIWE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A0094 9,GROCERY CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,GROCERY CABINET,STEEL,,YES,FINANCIAL SERVICES,N/A,HERTZOGVILLE,HERTZOGVILLE,MUNICIPAL BUILDING (A06522),FINANCE,A06523,R0045,2012/06/30,FINANCIAL SERVICES,N/A,FAIR,MS. AV MATHETSA,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VAN NIEKERK STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A02072,FRIDGE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FRIDGE,KELVINATOR MAGIC DEFROST 100,,YES,N/A,N/A,HERTZOGVILLE,HERTZOGVILLE,LAPA,CORPORATE SERVICES,A03870,A03868,2012/06/30,CORPORATE SERVICES,N/A,FAIR,MR. HENRY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03724,BED SINGLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,BED SINGLE,WOODEN,,YES,N/A,N/A,HERTZOGVILLE,HERTZOGVILLE,LAPA,CORPORATE SERVICES,A03870,A03868,2012/06/30,CORPORATE SERVICES,N/A,GOOD,MR. HENRY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03722,WARDROBE BUILT-IN,N/A,OTHER ASSETS,FURNITURE & FITTNGS,WARDROBE BUILT-IN,WOODEN,,YES,N/A,N/A,HERTZOGVILLE,HERTZOGVILLE,LAPA,CORPORATE SERVICES,A03870,A03868,2012/06/30,CORPORATE SERVICES,N/A,GOOD,MR. HENRY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,1.2X2.4X0.5M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00488,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,HERTZOGVILLE,MALEBOGO,COMMUNITY HALL (A06536),N/A,A06537,A06538,2012/06/30,CORPORATE SERVICES,N/A,GOOD,MS. G LESEANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MALEBOGO STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03831,TABLE STEEL FOLDING,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE STEEL FOLDING,STEEL,,YES,COMMUNITY SERVICES,N/A,HERTZOGVILLE,MALEBOGO,COMMUNITY HALL (A06536),N/A,A06537,A06538,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,MS. G LESEANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MALEBOGO STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00949,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,KAREEHOF,HALL,N/A,A05623,A05625,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MS. E BEZENT,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ELAND STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00443,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,KAREEHOF,HALL,N/A,A05623,A05625,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MS. E BEZENT,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ELAND STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00252,CHAIR MIDBACK,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR MIDBACK,MATERIAL,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00181,CHAIR MIDBACK,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR MIDBACK,MATERIAL,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03492,CHAIR HIGHBACK,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR HIGHBACK,MATERIAL,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00222,LAPTOP,CND81234TN,OTHER ASSETS,COMPUTER EQUIPMENT,LAPTOP,HP530,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00124,FILE CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FILE CABINET,WOODEN FOUR DRAWER,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00205,PEDASTAL DRAWER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,PEDASTAL DRAWER,WOODEN FOUR DRAWER,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00169,DESK,N/A,OTHER ASSETS,FURNITURE & FITTNGS,DESK,WOODEN,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.75X1.60M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A01003,FILE CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FILE CABINET,WOODEN,,YES,PMS OFFICE,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,PMS OFFICE,N/A,R0055,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,MR. M MOLOELE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.75X0.51.5M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00200,FILE CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FILE CABINET,STEEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00201,FILE CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FILE CABINET,STEEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00094,FILE CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FILE CABINET,STEEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00090,FILE CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FILE CABINET,STEEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00191,STATIONERY CABINET,N/A,OTHER ASSETS,FURNITURE & FITTNGS,STATIONARY CABINET,STEEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00228,PEDASTAL DRAWER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,PEDASTAL DRAWER,WOODEN FOUR DRAWER,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00036,GIANT STAPLER,N/A,OTHER ASSETS,OFFICE EQUIPMENT,GIANT STAPLER,REXEL,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00049,GIANT STAPLER,N/A,OTHER ASSETS,OFFICE EQUIPMENT,GIANT STAPLER,N/A,,YES,TECHNICAL SERVICES,N/A,BOSHOF,BOSHOF,MUNICIPAL BUILDING,TECHNICAL,N/A,R0058,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TIMOTHY MAKGAJANE,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VOORTREKKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
